,citations.OutFilm,citations.OutFilm_Year,citationsIndex.OutIndex,citations.InFilm,citations.InFilm_Year,citationsIndex.InIndex
1384,Vito 2011,2011,3,Mondo Rocco 1970,1970,1759
1385,Vito 2011,2011,3,The Boys in the Band 1970,1970,1754
1386,Vito 2011,2011,3,The Meatrack 1970,1970,1760
1440,Vito 2011,2011,3,Vanishing Point 1971,1971,1788
1579,Vito 2011,2011,3,The Back Row 1973,1973,1855
1636,Vito 2011,2011,3,A Very Natural Thing 1974,1974,1889
1637,Vito 2011,2011,3,Freebie and the Bean 1974,1974,1890
1638,Vito 2011,2011,3,Gay Parade San Francisco 1974 1974,1974,1891
1639,Vito 2011,2011,3,Jack 1974,1974,1892
1896,Vito 2011,2011,3,Looking for Mr. Goodbar 1977,1977,1960
2124,Vito 2011,2011,3,Cruising 1980,1980,2031
2604,Vito 2011,2011,3,Desert Hearts 1985,1985,2183
2804,Vito 2011,2011,3,Living with AIDS 1987,1987,2273
2962,Vito 2011,2011,3,Common Threads: Stories from the Quilt 1989,1989,2362
3081,Vito 2011,2011,3,Stop the Church 1991,1991,2413
3141,Vito 2011,2011,3,Voices from the Front 1992,1992,2447
4006,Vito 2011,2011,3,"Fight Back, Fight AIDS: 15 Years of ACT UP 2004",2004,2863
12,Lost Forever 2011,2011,4,The Great Train Robbery 1903,1903,1009
35,Lost Forever 2011,2011,4,Bliss 1917,1917,1029
71,Lost Forever 2011,2011,4,Ella Cinders 1926,1926,1059
72,Lost Forever 2011,2011,4,The General 1926,1926,1058
80,Lost Forever 2011,2011,4,The Patriot 1928,1928,1065
92,Lost Forever 2011,2011,4,All Quiet on the Western Front 1930,1930,1076
333,Lost Forever 2011,2011,4,Marian Anderson: The Lincoln Memorial Concert 1939,1939,1186
680,Lost Forever 2011,2011,4,The Hitch-Hiker 1953,1953,1364
4587,Lost Forever 2011,2011,4,The City 1939,1939/I,3167
13,Smash His Camera 2010,2010,5,The Great Train Robbery 1903,1903,1009
16,Smash His Camera 2010,2010,5,In Old Kentucky 1909,1909,1012
37,Smash His Camera 2010,2010,5,Easy Street 1917,1917,1031
87,Smash His Camera 2010,2010,5,The Show of Shows 1929,1929,1071
582,Smash His Camera 2010,2010,5,Key Largo 1948,1948,1304
583,Smash His Camera 2010,2010,5,Melody Time 1948,1948,1305
693,Smash His Camera 2010,2010,5,The Robe 1953,1953,1372
1180,Smash His Camera 2010,2010,5,Who's Afraid of Virginia Woolf? 1966,1966,1651
4407,Smash His Camera 2010,2010,5,Changeling 2008,2008,3127
4492,Smash His Camera 2010,2010,5,Notorious 2009,2009,577
14,These Amazing Shadows 2011,2011,6,Westinghouse Works 1904,1904,1010
17,These Amazing Shadows 2011,2011,6,"Princess Nicotine; or, The Smoke Fairy 1909",1909,1013
22,These Amazing Shadows 2011,2011,6,Matrimony's Speed Limit 1913,1913,1018
24,These Amazing Shadows 2011,2011,6,Gertie the Dinosaur 1914,1914,1020
29,These Amazing Shadows 2011,2011,6,The Birth of a Nation 1915,1915,1022
34,These Amazing Shadows 2011,2011,6,Where Are My Children? 1916,1916,1028
67,These Amazing Shadows 2011,2011,6,Gus Visser and His Singing Duck 1925,1925,1056
83,These Amazing Shadows 2011,2011,6,The Patriot 1928,1928,1065
84,These Amazing Shadows 2011,2011,6,There It Is 1928,1928,1068
88,These Amazing Shadows 2011,2011,6,H2O 1929,1929,1072
98,These Amazing Shadows 2011,2011,6,From Stump to Ship 1930,1930,1080
139,These Amazing Shadows 2011,2011,6,A Bronx Morning 1931,1931,1091
210,These Amazing Shadows 2011,2011,6,Baby Face 1933,1933,1109
235,These Amazing Shadows 2011,2011,6,It's a Gift 1934,1934,1138
265,These Amazing Shadows 2011,2011,6,Popeye the Sailor Meets Sindbad the Sailor 1936,1936,1159
294,These Amazing Shadows 2011,2011,6,The Adventures of Robin Hood 1938,1938,1177
370,These Amazing Shadows 2011,2011,6,Cologne 1939,1939,1191
371,These Amazing Shadows 2011,2011,6,Gone with the Wind 1939,1939,1180
409,These Amazing Shadows 2011,2011,6,"Dance, Girl, Dance 1940",1940,1204
448,These Amazing Shadows 2011,2011,6,The Maltese Falcon 1941,1941,1208
525,These Amazing Shadows 2011,2011,6,Topaz 1945,1945,1266
548,These Amazing Shadows 2011,2011,6,The Best Years of Our Lives 1946,1946,1278
586,These Amazing Shadows 2011,2011,6,Red River 1948,1948,1298
599,These Amazing Shadows 2011,2011,6,Adam's Rib 1949,1949,1316
628,These Amazing Shadows 2011,2011,6,Gerald McBoing-Boing 1950,1950,1332
663,These Amazing Shadows 2011,2011,6,Duck and Cover 1952,1952,1352
695,These Amazing Shadows 2011,2011,6,Duck Amuck 1953,1953,1373
696,These Amazing Shadows 2011,2011,6,Shane 1953,1953,1374
737,These Amazing Shadows 2011,2011,6,The House in the Middle 1954,1954,1390
814,These Amazing Shadows 2011,2011,6,Invasion of the Body Snatchers 1956,1956,1425
843,These Amazing Shadows 2011,2011,6,Let's All Go to the Lobby 1957,1957,1451
844,These Amazing Shadows 2011,2011,6,"What's Opera, Doc? 1957",1957,1452
970,These Amazing Shadows 2011,2011,6,Primary 1960,1960,1518
1001,These Amazing Shadows 2011,2011,6,The Exiles 1961,1961,1534
1027,These Amazing Shadows 2011,2011,6,To Kill a Mockingbird 1962,1962,1549
1302,These Amazing Shadows 2011,2011,6,Salesman 1968,1968,1711
1634,These Amazing Shadows 2011,2011,6,Blazing Saddles 1974,1974,1856
1704,These Amazing Shadows 2011,2011,6,The Rocky Horror Picture Show 1975,1975,1905
1765,These Amazing Shadows 2011,2011,6,Harlan County U.S.A. 1976,1976,1938
1891,These Amazing Shadows 2011,2011,6,Star Wars 1977,1977,1939
2033,These Amazing Shadows 2011,2011,6,Apocalypse Now 1979,1979,1981
2294,These Amazing Shadows 2011,2011,6,Fast Times at Ridgemont High 1982,1982,2055
2295,These Amazing Shadows 2011,2011,6,Koyaanisqatsi 1982,1982,2088
2602,These Amazing Shadows 2011,2011,6,Back to the Future 1985,1985,2152
2683,These Amazing Shadows 2011,2011,6,Sherman's March 1986,1986,2222
2959,These Amazing Shadows 2011,2011,6,Water and Power 1989,1989,2359
3079,These Amazing Shadows 2011,2011,6,Daughters of the Dust 1991,1991,2412
3273,These Amazing Shadows 2011,2011,6,Hoop Dreams 1994,1994,2503
4586,These Amazing Shadows 2011,2011,6,Flash Gordon 1936,1936/I,3166
18,Despicable Me 2010,2010,7,Annie 1910,1910,1014
272,Despicable Me 2010,2010,7,Snow White and the Seven Dwarfs 1937,1937,1164
1402,Despicable Me 2010,2010,7,Willy Wonka & the Chocolate Factory 1971,1971,1775
1473,Despicable Me 2010,2010,7,The Godfather 1972,1972,1791
1797,Despicable Me 2010,2010,7,Saturday Night Fever 1977,1977,1941
1798,Despicable Me 2010,2010,7,Star Wars 1977,1977,1939
1920,Despicable Me 2010,2010,7,Animal House 1978,1978,1964
2216,Despicable Me 2010,2010,7,Annie 1982,1982,2066
2217,Despicable Me 2010,2010,7,Star Trek: The Wrath of Khan 1982,1982,2062
2621,Despicable Me 2010,2010,7,Little Shop of Horrors 1986,1986,2197
3709,Despicable Me 2010,2010,7,"Monsters, Inc. 2001",2001,2714
3794,Despicable Me 2010,2010,7,Hansel & Gretel 2002,2002,2753
3944,Despicable Me 2010,2010,7,"I, Robot 2004",2004,2834
4243,Despicable Me 2010,2010,7,Ratatouille 2007,2007,3013
4360,Despicable Me 2010,2010,7,Horton Hears a Who! 2008,2008,3093
19,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Frankenstein 1910,1910,1015
28,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Birth of a Nation 1915,1915,1022
36,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Immigrant 1917,1917,1030
41,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Penalty 1920,1920,1035
63,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Phantom of the Opera 1925,1925,1054
76,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Unknown 1927,1927,1062
82,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,"Laugh, Clown, Laugh 1928",1928,1067
93,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,All Quiet on the Western Front 1930,1930,1076
124,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Dr. Jekyll and Mr. Hyde 1931,1931,1083
125,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Dracula 1931,1931,1084
126,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Frankenstein 1931,1931,1085
157,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Freaks 1932,1932,1097
158,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Most Dangerous Game 1932,1932,1104
191,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,King Kong 1933,1933,1108
192,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Invisible Man 1933,1933,1117
228,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Black Cat 1934,1934,1131
242,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Bride of Frankenstein 1935,1935,1141
398,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Pinocchio 1940,1940,1194
435,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Wolf Man 1941,1941,1209
473,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Cat People 1942,1942,1229
474,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Invisible Agent 1942,1942,1230
475,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Night Monster 1942,1942,1231
490,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Frankenstein Meets the Wolf Man 1943,1943,1236
491,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Shadow of a Doubt 1943,1943,1237
492,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Leopard Man 1943,1943,1238
493,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Seventh Victim 1943,1943,1239
510,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,House of Frankenstein 1944,1944,1255
615,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Sunset Blvd. 1950,1950,1318
647,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Thing from Another World 1951,1951,1341
686,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,House of Wax 1953,1953,1367
687,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Invaders from Mars 1953,1953,1369
688,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,It Came from Outer Space 1953,1953,1361
689,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,"The Beast from 20,000 Fathoms 1953",1953,1366
690,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The War of the Worlds 1953,1953,1370
722,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Them! 1954,1954,1387
767,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Creature with the Atom Brain 1955,1955,1395
768,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Day the World Ended 1955,1955,1413
769,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Dementia 1955,1955,1396
770,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,It Came from Beneath the Sea 1955,1955,1397
771,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Tarantula 1955,1955,1400
800,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,"Godzilla, King of the Monsters! 1956",1956,1428
801,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Invasion of the Body Snatchers 1956,1956,1425
837,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Attack of the Crab Monsters 1957,1957,1446
838,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Giant Claw 1957,1957,1437
874,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Blob 1958,1958,1454
914,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Attack of the Giant Leeches 1959,1959,1490
915,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Killer Shrews 1959,1959,1493
916,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Tingler 1959,1959,1484
953,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,13 Ghosts 1960,1960,1510
954,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,House of Usher 1960,1960,1504
955,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Psycho 1960,1960,1501
992,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Mr. Sardonicus 1961,1961,1529
993,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Pit and the Pendulum 1961,1961,1522
1023,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Carnival of Souls 1962,1962,1552
1024,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,What Ever Happened to Baby Jane? 1962,1962,1542
1046,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Blood Feast 1963,1963,1557
1047,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Birds 1963,1963,1568
1048,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,X 1963,1963,1570
1104,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964,1964,1596
1105,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Strait-Jacket 1964,1964,1604
1106,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Masque of the Red Death 1964,1964,1598
1175,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Aroused 1966,1966,1634
1216,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Gruesome Twosome 1967,1967,1664
1278,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Night of the Living Dead 1968,1968,1679
1279,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Rosemary's Baby 1968,1968,1698
1280,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Targets 1968,1968,1697
1342,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Easy Rider 1969,1969,1723
1376,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Gas! -Or- It Became Necessary to Destroy the World in Order to Save It. 1970,1970,1755
1377,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,I Drink Your Blood 1970,1970,1745
1419,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Straw Dogs 1971,1971,1783
1496,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Last House on the Left 1972,1972,1801
1560,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Exorcist 1973,1973,1835
1609,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Deadly Weapons 1974,1974,1876
1610,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Death Wish 1974,1974,1877
1611,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,It's Alive 1974,1974,1878
1612,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Texas Chain Saw Massacre 1974,1974,1863
1685,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Jaws 1975,1975,1893
1686,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Stepford Wives 1975,1975,1914
1742,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Carrie 1976,1976,1919
1743,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Town That Dreaded Sundown 1976,1976,1930
1838,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Eaten Alive 1977,1977,1942
1839,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Eraserhead 1977,1977,1951
1840,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Hills Have Eyes 1977,1977,1955
1938,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Damien: Omen II 1978,1978,1975
1939,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Dawn of the Dead 1978,1978,1962
1940,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Day of the Woman 1978,1978,1963
1941,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Halloween 1978,1978,1968
2006,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Alien 1979,1979,1980
2007,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Don't Go in the House 1979,1979,1999
2008,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Phantasm 1979,1979,2000
2009,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Amityville Horror 1979,1979,1996
2010,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,When a Stranger Calls 1979,1979,2001
2078,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Friday the 13th 1980,1980,2008
2079,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Fog 1980,1980,2022
2080,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Shining 1980,1980,2010
2169,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Friday the 13th Part 2 1981,1981,2040
2170,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Halloween II 1981,1981,2045
2171,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Evil Dead 1981,1981,2041
2172,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Funhouse 1981,1981,2049
2173,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Howling 1981,1981,2038
2174,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,The Prowler 1981,1981,2050
2244,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Creepshow 1982,1982,2074
2245,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Friday the 13th Part III 1982,1982,2056
2246,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film 2009",2009,8,Girls Nite Out 1982,1982,2075
